SEQ1	SEQ2	SCORE	dN	dS	OMEGA	N	S	kappa	t	LENGTH
B0A54_08522-T1	B0A54_17262-T1	4085	0.019921	0.507263	0.039271	1450.445061	427.554939	3.224084	0.392614	626
B0A54_05898-T1	B0A54_11250-T1	13843	0.025044	0.395867	0.063264	5260.345318	1609.654682	2.733548	0.335785	2290
B0A54_08535-T1	B0A54_12164-T1	3132	0.039914	0.265933	0.150091	1083.042668	461.957332	4.209136	0.322483	560
B0A54_08891-T1	B0A54_14669-T1	2485	0.011816	0.330942	0.035706	853.138171	271.861829	1.588355	0.266804	375
B0A54_09383-T1	B0A54_16035-T1	2081	0.039347	0.391257	0.100566	756.907867	227.092133	3.247587	0.361687	329
B0A54_11071-T1	B0A54_11614-T1	1821	0.028403	0.092441	0.307250	754.082263	325.917737	3.334123	0.143184	545
B0A54_11479-T1	B0A54_12708-T1	5000	0.023064	0.450726	0.051170	1761.768088	539.231912	2.612439	0.369855	779
B0A54_11481-T1	B0A54_12711-T1	2782	0.013357	0.501840	0.026616	1020.132948	326.867052	2.071849	0.395681	457
B0A54_12778-T1	B0A54_16486-T1	2909	0.005709	0.509366	0.011207	1055.183041	279.816959	1.339725	0.333827	525
B0A54_13137-T1	B0A54_14033-T1	2581	0.034487	0.577187	0.059750	1000.069139	334.930861	3.115312	0.511926	521
B0A54_13138-T1	B0A54_14034-T1	1194	0.023274	0.388301	0.059939	458.323157	84.676843	2.230885	0.240593	181
B0A54_13139-T1	B0A54_14035-T1	2689	0.045950	0.442075	0.103943	1057.758359	253.241641	3.457073	0.367406	437
B0A54_14199-T1	B0A54_16202-T1	1191	0.054687	0.537594	0.101725	1050.042949	332.957051	2.475489	0.512839	1224
B0A54_15025-T1	B0A54_15640-T1	3252	0.037012	0.403746	0.091672	1234.468930	460.531070	2.985744	0.409962	660
B0A54_02929-T1	B0A54_15689-T1	10497	0.030812	0.299443	0.102897	3779.413988	1404.586012	3.143793	0.310789	1889
B0A54_15505-T1	B0A54_15565-T1	2201	0.024234	0.402336	0.060234	859.947773	214.052227	2.270537	0.298774	360
B0A54_16441-T1	B0A54_16442-T1	-243	0.961005	2.243434	0.428363	67.089538	19.910462	0.713974	3.763490	156
B0A54_16679-T1	B0A54_17086-T1	1148	0.013379	0.864687	0.015472	961.574023	187.425977	1.713412	0.456735	1052
B0A54_00070-T1	B0A54_15792-T1	1585	0.029322	0.316497	0.092647	592.816263	169.183737	8.778962	0.279247	254
B0A54_00072-T1	B0A54_15793-T1	792	0.040359	0.552656	0.073027	662.926952	279.073048	4.791691	0.576390	873
B0A54_00107-T1	B0A54_01368-T1	7680	0.018323	0.399930	0.045817	2763.147875	866.852125	1.905092	0.328356	1223
B0A54_00044-T1	B0A54_12867-T1	7600	0.045245	0.487383	0.092832	2996.216956	834.783044	2.260880	0.424763	1309
B0A54_00138-T1	B0A54_01397-T1	1928	0.067303	0.471247	0.142819	844.931061	196.068939	2.173358	0.430154	370
B0A54_00240-T1	B0A54_02255-T1	4387	0.016212	0.638640	0.025386	1735.706711	412.293289	1.583334	0.407049	752
B0A54_00306-T1	B0A54_02185-T1	1765	0.043389	0.355211	0.122150	644.553379	204.446621	2.786224	0.355435	283
B0A54_00307-T1	B0A54_02184-T1	884	0.003074	0.285763	0.010758	326.038016	84.961984	1.035469	0.184535	137
B0A54_00308-T1	B0A54_02183-T1	3315	0.050039	0.480049	0.104237	1219.906625	430.093375	3.242388	0.486379	576
B0A54_00327-T1	B0A54_05566-T1	2864	0.043466	0.208444	0.208525	1275.419924	428.580076	3.866852	0.254880	791
B0A54_00359-T1	B0A54_05598-T1	3499	0.041340	0.560169	0.073800	1244.808320	441.191680	3.841233	0.531322	565
B0A54_00398-T1	B0A54_14265-T1	1800	0.090074	0.329289	0.273542	696.342800	257.657200	4.436542	0.464045	320
B0A54_00403-T1	B0A54_14270-T1	4146	0.026384	0.359192	0.073454	1543.493782	520.506218	2.540334	0.330938	716
B0A54_08905-T1	B0A54_14684-T1	15063	0.020836	0.425360	0.048985	5675.321690	1569.678310	2.643936	0.325437	2466
B0A54_00483-T1	B0A54_11552-T1	982	0.020945	0.487982	0.042922	339.344317	128.655683	2.795313	0.448008	156
B0A54_00603-T1	B0A54_01235-T1	1073	0.344437	0.701559	0.490960	707.619052	231.380948	2.755145	1.297308	356
B0A54_00837-T1	B0A54_06028-T1	5469	0.023501	0.472979	0.049687	2075.820023	546.179977	3.112886	0.351391	875
B0A54_00883-T1	B0A54_06077-T1	4055	0.023392	0.305281	0.076625	1541.775278	372.224722	2.543316	0.234637	646
B0A54_00639-T1	B0A54_01270-T1	5257	0.034677	0.347250	0.099861	1817.844456	570.155544	3.886268	0.327918	796
B0A54_00905-T1	B0A54_17338-T1	2027	0.080528	0.547905	0.146974	749.257209	291.742791	4.364887	0.634535	347
B0A54_00748-T1	B0A54_12399-T1	6224	0.038968	0.368446	0.105764	2204.622906	837.377094	5.374756	0.388992	1086
B0A54_00772-T1	B0A54_12424-T1	8330	0.027063	0.474230	0.057067	3305.761359	975.238641	1.825668	0.386792	1774
B0A54_00449-T1	B0A54_10710-T1	11399	0.019878	0.389342	0.051056	4031.689500	1404.310500	4.034089	0.345972	1829
B0A54_01140-T1	B0A54_12965-T1	1305	0.078992	0.560820	0.140851	527.045171	114.954829	2.023678	0.495800	217
B0A54_01142-T1	B0A54_12962-T1	3540	0.027861	0.321295	0.086715	1484.932506	585.067494	5.829578	0.332393	1090
B0A54_01145-T1	B0A54_12960-T1	1882	0.077997	0.483173	0.161426	824.528933	255.471067	2.023455	0.521520	390
B0A54_01493-T1	B0A54_07693-T1	3788	0.004683	0.511903	0.009149	1392.398003	293.601997	0.949920	0.279034	562
B0A54_01497-T1	B0A54_07697-T1	3282	0.057268	0.348817	0.164177	1343.611627	468.388373	3.174517	0.397892	701
B0A54_01519-T1	B0A54_07720-T1	6620	0.028138	0.427663	0.065795	2391.371970	884.628030	2.967320	0.408069	1099
B0A54_01549-T1	B0A54_07749-T1	5471	0.087730	0.329101	0.266576	2121.562515	890.437485	4.414715	0.477261	1004
B0A54_01555-T1	B0A54_07757-T1	4059	0.034764	0.499986	0.069529	1547.627911	513.372089	3.566221	0.451936	769
B0A54_01613-T1	B0A54_09569-T1	3296	0.026472	0.340360	0.077776	1262.684947	414.315053	2.350856	0.312061	656
B0A54_01900-T1	B0A54_04847-T1	4282	0.019600	0.263977	0.074249	1474.330764	538.669236	4.005597	0.254982	732
B0A54_02045-T1	B0A54_08369-T1	1242	0.057861	0.229777	0.251813	517.950653	175.049347	1.872438	0.303859	297
B0A54_02083-T1	B0A54_06392-T1	1815	0.114398	1.303141	0.087786	817.831785	208.168215	1.582535	1.066757	355
B0A54_02100-T1	B0A54_06373-T1	2429	0.047352	0.296362	0.159778	1024.652822	319.347178	2.311438	0.319558	527
B0A54_02106-T1	B0A54_06367-T1	2522	0.005587	0.262182	0.021311	899.441577	258.558423	4.094580	0.188639	386
B0A54_02115-T1	B0A54_03658-T1	5160	0.008996	0.224824	0.040015	1901.145796	381.854204	1.812333	0.135287	761
B0A54_02368-T1	B0A54_07585-T1	667	0.003283	0.222563	0.014751	305.273208	57.726792	4.265141	0.114463	174
B0A54_02467-T1	B0A54_09231-T1	1828	0.081992	0.197867	0.414381	790.873835	229.126165	3.328598	0.324065	369
B0A54_02475-T1	B0A54_09224-T1	3497	0.003087	0.304084	0.010151	1298.581506	297.418494	1.328022	0.177535	532
B0A54_02510-T1	B0A54_04051-T1	3119	0.013974	0.196409	0.071149	1119.955956	368.044044	2.370441	0.177294	590
B0A54_02595-T1	B0A54_04131-T1	2838	0.021833	0.361960	0.060319	1161.917248	332.082752	1.826999	0.292308	637
B0A54_02615-T1	B0A54_04153-T1	3433	0.032881	0.297192	0.110639	1244.759157	357.240843	2.564872	0.275465	564
B0A54_02651-T1	B0A54_04192-T1	2783	0.029494	0.356854	0.082651	970.040467	397.959533	4.077872	0.374176	456
B0A54_02654-T1	B0A54_04195-T1	2471	0.015977	0.319810	0.049958	948.941073	191.058927	1.662860	0.200695	380
B0A54_02724-T1	B0A54_08191-T1	3788	0.034466	0.242297	0.142246	1372.701508	421.298492	3.613099	0.249817	598
B0A54_02774-T1	B0A54_08239-T1	3104	0.029905	0.365164	0.081894	1024.588020	379.411980	3.663318	0.361513	468
B0A54_02788-T1	B0A54_08252-T1	5685	0.016115	0.403706	0.039918	2071.032042	616.967958	2.637248	0.315232	896
B0A54_02563-T1	B0A54_04101-T1	10429	0.014668	0.421457	0.034804	3789.358357	1214.641643	3.981637	0.340230	1737
B0A54_02961-T1	B0A54_02962-T1	-30	1.782198	1.191609	1.495623	1236.634761	611.365239	0.952496	4.760448	823
B0A54_02974-T1	B0A54_12531-T1	2391	0.058952	0.447452	0.131750	921.448681	344.551319	2.878746	0.494055	511
B0A54_02978-T1	B0A54_12527-T1	2677	0.022760	0.415359	0.054796	937.005747	301.994253	2.282525	0.355357	413
B0A54_03047-T1	B0A54_09131-T1	1825	0.038358	0.279378	0.137297	643.037381	247.962619	4.829831	0.316299	297
B0A54_03048-T1	B0A54_09132-T1	6085	0.042865	0.335041	0.127940	2404.177733	844.822267	3.407186	0.356515	1347
B0A54_03051-T1	B0A54_09134-T1	3956	0.044156	0.292017	0.151209	1424.998467	516.001533	2.977664	0.330144	649
B0A54_03091-T1	B0A54_09167-T1	3574	0.017179	0.272380	0.063069	1472.546990	408.453010	3.212453	0.217785	858
B0A54_03128-T1	B0A54_06175-T1	2295	0.001121	0.301978	0.003713	892.556818	181.443182	4.533091	0.155846	377
B0A54_03205-T1	B0A54_06849-T1	3215	0.015440	0.446420	0.034586	1194.257653	368.742347	1.981554	0.351350	521
B0A54_03276-T1	B0A54_12645-T1	5986	0.026883	0.392564	0.068480	2047.250813	757.749187	3.754832	0.377006	938
B0A54_03356-T1	B0A54_09856-T1	8926	0.021861	0.344328	0.063488	2995.975903	1111.024097	3.516365	0.327283	1372
B0A54_03394-T1	B0A54_05855-T1	4267	0.053431	0.388507	0.137530	1582.447083	517.552917	2.724976	0.408036	704
B0A54_03408-T1	B0A54_14864-T1	5886	0.024528	0.274162	0.089467	2073.721986	725.278014	3.379786	0.267641	938
B0A54_03410-T1	B0A54_14866-T1	924	0.100592	0.821818	0.122402	435.802448	101.197552	1.343715	0.709522	201
B0A54_03420-T1	B0A54_14877-T1	2339	0.059355	0.459986	0.129037	1047.204987	272.795013	1.946334	0.426452	584
B0A54_03427-T1	B0A54_14884-T1	4494	0.014025	0.345546	0.040588	1548.518471	545.481529	3.666448	0.301156	698
B0A54_03441-T1	B0A54_12149-T1	1662	0.041166	0.496495	0.082912	649.333373	205.666627	2.477567	0.452080	344
B0A54_03453-T1	B0A54_12137-T1	1335	0.046071	0.693681	0.066415	626.909094	153.090906	0.856387	0.519533	368
B0A54_03568-T1	B0A54_16249-T1	5343	0.030995	0.411427	0.075335	1994.063479	627.936521	3.119715	0.366311	924
B0A54_03591-T1	B0A54_16228-T1	6909	0.013353	0.243060	0.054938	2380.772555	700.227445	3.066176	0.196678	1029
B0A54_03810-T1	B0A54_08322-T1	4289	0.019419	0.492011	0.039469	1617.293897	467.706103	1.222719	0.376293	702
B0A54_03841-T1	B0A54_15232-T1	2731	0.030869	0.342245	0.090195	977.143403	327.856597	4.634580	0.327288	441
B0A54_03847-T1	B0A54_15238-T1	2013	0.010576	0.431898	0.024488	714.272518	227.727482	2.227898	0.337291	314
B0A54_03909-T1	B0A54_03933-T1	1407	0.075208	0.536763	0.140114	736.390976	178.609024	3.146504	0.495912	411
B0A54_04023-T1	B0A54_12467-T1	6127	0.026120	0.387494	0.067408	2241.987102	713.012898	3.632139	0.339949	1021
B0A54_04240-T1	B0A54_10006-T1	3077	0.121384	0.525575	0.230954	1324.041922	493.958078	3.727365	0.693612	747
B0A54_04245-T1	B0A54_10002-T1	3469	0.051483	0.351059	0.146650	1259.721128	549.278872	5.154127	0.427336	702
B0A54_04246-T1	B0A54_10001-T1	514	0.022964	0.191483	0.119928	221.359261	48.640739	6.411062	0.159969	95
B0A54_04288-T1	B0A54_09961-T1	5188	0.027370	0.671975	0.040731	1984.672481	505.327519	1.768392	0.474565	842
B0A54_04304-T1	B0A54_09947-T1	5338	0.042611	0.373726	0.114018	1828.323282	697.676718	3.347863	0.402194	879
B0A54_04314-T1	B0A54_09937-T1	3408	0.236586	0.859239	0.275343	1902.321261	626.678739	2.788734	1.172632	949
B0A54_04370-T1	B0A54_14400-T1	3025	0.022501	0.786802	0.028597	1158.213165	275.786835	1.571507	0.508473	499
B0A54_04400-T1	B0A54_14369-T1	2837	0.030889	0.449140	0.068773	1025.046219	300.953781	3.021020	0.377450	444
B0A54_04402-T1	B0A54_14368-T1	3928	0.052812	0.426264	0.123895	1582.224022	475.775978	1.624828	0.417444	824
B0A54_04488-T1	B0A54_06776-T1	1775	0.027753	0.535165	0.051859	661.079276	199.920724	3.975437	0.436717	287
B0A54_04505-T1	B0A54_13347-T1	3707	0.010629	0.428591	0.024801	1279.233185	448.766815	1.957882	0.357526	576
B0A54_04582-T1	B0A54_08115-T1	1837	0.049748	0.361953	0.137443	665.820094	255.179906	3.319431	0.408750	307
B0A54_04634-T1	B0A54_10985-T1	7288	0.081749	0.325710	0.250988	2752.891033	1078.108967	3.509292	0.451211	1433
B0A54_04638-T1	B0A54_10981-T1	3252	0.062511	0.394911	0.158292	1221.215050	458.784950	3.863613	0.459855	565
B0A54_04656-T1	B0A54_10963-T1	6054	0.006580	0.528894	0.012441	2162.708237	600.291763	2.651866	0.360175	925
B0A54_04926-T1	B0A54_13509-T1	4181	0.023190	0.397706	0.058309	1555.194615	394.805385	2.380648	0.297048	656
B0A54_04945-T1	B0A54_13529-T1	5163	0.030415	0.490466	0.062013	1864.983057	607.016943	3.494591	0.430152	827
B0A54_05221-T1	B0A54_05826-T1	5479	0.027143	0.341792	0.079415	1933.967483	628.032517	3.928445	0.312822	854
B0A54_05269-T1	B0A54_10450-T1	4357	0.006589	0.379085	0.017381	1600.627711	346.372289	2.644341	0.218569	653
B0A54_05313-T1	B0A54_07374-T1	3360	0.061989	0.633478	0.097855	1215.475985	407.524015	2.957179	0.616457	541
B0A54_05363-T1	B0A54_07426-T1	423	0.010586	0.297384	0.035598	190.326903	37.673097	1.542084	0.173924	100
B0A54_05382-T1	B0A54_07446-T1	7139	0.007680	0.474576	0.016183	2552.037633	753.962367	2.353246	0.342480	1102
B0A54_05417-T1	B0A54_07479-T1	2210	0.019366	0.394817	0.049050	758.724780	279.275220	2.430264	0.361145	346
B0A54_05425-T1	B0A54_07508-T1	742	0.249499	0.749051	0.333087	472.763214	145.236786	2.182041	1.100699	268
B0A54_05458-T1	B0A54_07541-T1	3443	0.022018	0.776601	0.028352	1405.910127	235.089873	2.093607	0.390359	550
B0A54_05506-T1	B0A54_13783-T1	3757	0.004296	0.362394	0.011855	1400.535458	300.464542	1.459161	0.202652	567
B0A54_05507-T1	B0A54_13782-T1	7737	0.029730	0.376132	0.079041	2769.997157	935.002843	3.540148	0.351446	1235
B0A54_05509-T1	B0A54_13780-T1	1202	0.083898	0.332459	0.252355	576.307953	149.692047	3.740007	0.405443	278
B0A54_05685-T1	B0A54_10513-T1	4175	0.072595	0.456860	0.158900	1693.523276	526.476724	2.964147	0.491172	791
B0A54_05703-T1	B0A54_10494-T1	4045	0.018721	0.521630	0.035890	1514.419353	375.580647	2.345442	0.355978	630
B0A54_05905-T1	B0A54_11255-T1	923	0.075982	0.393090	0.193293	402.441634	119.558366	2.578895	0.445836	195
B0A54_05701-T1	B0A54_10496-T1	6281	0.055108	0.377496	0.145983	2354.189771	774.810229	2.682582	0.404815	1069
B0A54_06268-T1	B0A54_07183-T1	3972	0.077374	0.366224	0.211275	1613.866656	585.133344	3.223522	0.462703	829
B0A54_06425-T1	B0A54_14604-T1	7400	0.025125	0.368002	0.068273	2753.509260	852.490740	2.785791	0.318552	1215
B0A54_06627-T1	B0A54_13465-T1	2135	0.038502	0.396552	0.097092	866.046539	219.953461	1.396106	0.333060	387
B0A54_06707-T1	B0A54_11391-T1	3759	0.018919	0.354795	0.053324	1445.810415	372.189585	3.084205	0.263043	606
B0A54_06727-T1	B0A54_11409-T1	5863	0.063406	0.274908	0.230643	2171.240085	996.759915	4.483533	0.389854	1137
B0A54_06728-T1	B0A54_11410-T1	2755	0.042051	0.177647	0.236709	983.985765	378.014235	3.683837	0.239053	454
B0A54_06756-T1	B0A54_17239-T1	4010	0.033664	0.449881	0.074829	1570.021860	367.978140	1.508713	0.338080	675
B0A54_06997-T1	B0A54_08595-T1	646	0.000000	0.530979	0.000010	203.659055	90.340945	25.511636	0.489481	98
B0A54_07021-T1	B0A54_12590-T1	2687	0.016461	0.430976	0.038195	1013.490828	216.509172	2.014841	0.268276	416
B0A54_07116-T1	B0A54_12821-T1	2115	0.071362	0.442414	0.161302	844.547055	322.452945	3.787257	0.521662	409
B0A54_07123-T1	B0A54_12828-T1	1362	0.057693	0.419245	0.137612	487.204150	199.795850	3.986790	0.488523	231
B0A54_07845-T1	B0A54_08009-T1	3417	0.012520	0.298010	0.042013	1127.983227	471.016773	4.316500	0.289851	576
B0A54_07353-T1	B0A54_10836-T1	2364	0.101001	0.558712	0.180775	1332.161158	380.838842	1.214559	0.608282	927
B0A54_07892-T1	B0A54_07964-T1	819	0.037317	0.445798	0.083707	371.493609	123.506391	3.886535	0.417708	277
B0A54_07124-T1	B0A54_12829-T1	7328	0.078847	0.225455	0.349724	2794.809536	979.190464	3.800134	0.350657	1259
B0A54_08440-T1	B0A54_10655-T1	4811	0.011928	0.287571	0.041478	1733.010720	480.989280	2.894210	0.215433	743
B0A54_07876-T1	B0A54_07947-T1	4009	0.076152	0.373394	0.203946	1757.149163	693.850837	3.719511	0.480894	1153
B0A54_05675-T1	B0A54_10524-T1	13730	0.006124	0.431511	0.014191	5083.260972	1237.739028	3.658609	0.268262	2109
B0A54_08556-T1	B0A54_12184-T1	5592	0.047260	0.441003	0.107165	2151.086051	716.913949	2.202118	0.437052	980
B0A54_08633-T1	B0A54_12270-T1	2351	0.085995	0.299383	0.287240	897.502852	368.497148	3.554975	0.444318	433
B0A54_08624-T1	B0A54_12262-T1	7694	0.013470	0.412930	0.032619	2810.376200	792.623800	3.094431	0.304040	1202
B0A54_08744-T1	B0A54_09775-T1	4381	0.064769	0.281216	0.230319	1992.311255	743.688745	3.762336	0.370809	1363
B0A54_08775-T1	B0A54_09747-T1	2369	0.016685	0.363979	0.045841	909.156649	191.843351	1.662414	0.231597	371
B0A54_08810-T1	B0A54_15047-T1	7166	0.057259	0.336179	0.170322	2638.492968	1045.507032	5.043663	0.409246	1256
B0A54_08634-T1	B0A54_12271-T1	6507	0.070963	0.280891	0.252637	2358.399540	1019.600460	4.974882	0.402981	1130
B0A54_08898-T1	B0A54_14675-T1	2993	0.087336	0.898671	0.097183	1228.656868	373.343132	2.497880	0.829247	560
B0A54_08757-T1	B0A54_09764-T1	8064	0.045207	0.327989	0.137832	2899.250656	1063.749344	3.041688	0.363335	1332
B0A54_08962-T1	B0A54_16295-T1	1924	0.084580	0.364232	0.232213	695.279023	294.720977	3.411287	0.503495	339
B0A54_08988-T1	B0A54_10390-T1	3942	0.075919	0.431381	0.175991	1720.799979	565.200021	3.372259	0.491415	951
B0A54_08995-T1	B0A54_10383-T1	5995	0.051162	0.449217	0.113891	2313.516647	710.483353	3.360056	0.434052	1021
B0A54_09006-T1	B0A54_10372-T1	1976	0.033496	1.036306	0.032323	870.743521	203.256479	2.535376	0.669839	550
B0A54_09363-T1	B0A54_11581-T1	4041	0.052680	0.425624	0.123771	1543.468614	496.531386	2.861251	0.430360	684
B0A54_09401-T1	B0A54_13677-T1	1857	0.060059	0.332287	0.180744	719.366697	240.633303	2.281133	0.384887	323
B0A54_09608-T1	B0A54_14474-T1	2188	0.026862	0.461342	0.058227	740.988496	288.011504	5.117552	0.445412	343
B0A54_09610-T1	B0A54_14472-T1	3868	0.028319	0.403946	0.070107	1368.719685	494.280315	3.546080	0.383935	640
B0A54_07317-T1	B0A54_10886-T1	10986	0.123049	0.325080	0.378520	4459.236950	1843.763050	3.424030	0.546443	2137
B0A54_10248-T1	B0A54_11990-T1	3854	0.026749	0.432976	0.061779	1459.121769	463.878231	2.594503	0.374224	750
B0A54_10284-T1	B0A54_12025-T1	5318	0.014643	0.482917	0.030323	1978.946129	553.053871	3.831669	0.350779	917
B0A54_08647-T1	B0A54_12284-T1	10313	0.060955	0.262112	0.232552	3921.772199	1538.227801	4.396819	0.352878	1822
B0A54_11093-T1	B0A54_13713-T1	644	0.008017	0.236483	0.033899	250.868599	52.131401	5.734305	0.141974	101
B0A54_11150-T1	B0A54_13844-T1	3654	0.059447	0.355334	0.167298	1401.186266	506.813734	4.323910	0.414126	647
B0A54_11289-T1	B0A54_14091-T1	1346	0.018880	0.560217	0.033702	456.824532	176.175468	9.380576	0.508633	212
B0A54_11297-T1	B0A54_14100-T1	4745	0.071861	0.420385	0.170941	1880.791872	753.208128	2.091918	0.514571	997
B0A54_11300-T1	B0A54_14103-T1	6164	0.019634	0.310932	0.063147	2219.153851	657.846149	2.525962	0.258725	959
B0A54_10667-T1	B0A54_17295-T1	6602	0.041435	0.441286	0.093897	2532.526935	914.473065	2.744681	0.442542	1352
B0A54_11438-T1	B0A54_17882-T1	3039	0.022095	0.420421	0.052553	1104.384925	302.615075	5.762133	0.323297	469
B0A54_09723-T1	B0A54_17002-T1	3964	0.081383	0.531657	0.153074	2222.750621	765.249379	2.126116	0.590105	1794
B0A54_09002-T1	B0A54_10376-T1	14148	0.016417	0.364865	0.044996	5255.146724	1395.853276	2.820892	0.268639	2244
B0A54_11634-T1	B0A54_13594-T1	3167	0.035596	0.634048	0.056140	1237.176574	313.823426	1.721090	0.470052	529
B0A54_11657-T1	B0A54_13617-T1	3235	0.013079	0.129265	0.101176	1119.792213	365.207787	4.909892	0.124957	497
B0A54_11690-T1	B0A54_13646-T1	2748	0.016836	0.541504	0.031091	1021.544249	265.455751	2.562753	0.375161	429
B0A54_11722-T1	B0A54_15096-T1	2123	0.044041	0.424524	0.103742	759.195576	263.804424	2.959228	0.426472	343
B0A54_11753-T1	B0A54_15126-T1	2606	0.039957	0.521838	0.076570	994.072505	277.927495	2.796282	0.435740	425
B0A54_11760-T1	B0A54_15134-T1	3398	0.071377	0.345108	0.206825	1320.249001	419.750999	3.355854	0.412232	614
B0A54_12737-T1	B0A54_16524-T1	4721	0.099552	0.554093	0.179667	2200.957471	496.042529	1.097727	0.549459	1081
B0A54_12984-T1	B0A54_16043-T1	483	0.005302	0.388010	0.013664	189.278156	62.721844	4.600000	0.301669	104
B0A54_13009-T1	B0A54_16067-T1	6076	0.013112	0.373481	0.035108	2155.322122	691.677878	3.719637	0.301991	973
B0A54_13146-T1	B0A54_14068-T1	374	0.000000	0.436696	0.000010	144.027306	26.972694	4.600000	0.206647	57
B0A54_13233-T1	B0A54_16334-T1	1483	0.006256	0.663398	0.009430	642.179944	164.820056	3.117762	0.421408	412
B0A54_13809-T1	B0A54_17203-T1	1433	0.087529	0.625450	0.139945	641.152094	183.847906	1.760266	0.622206	289
B0A54_13950-T1	B0A54_17907-T1	2613	0.019941	0.709166	0.028118	1029.374719	167.625281	1.994645	0.349375	400
B0A54_11752-T1	B0A54_15125-T1	11877	0.024817	0.358332	0.069257	4457.191930	1143.808070	2.737779	0.278777	1915
B0A54_14295-T1	B0A54_16899-T1	3578	0.038581	0.395196	0.097625	1387.263662	355.736338	1.449853	0.334092	603
B0A54_14325-T1	B0A54_16374-T1	3519	0.015729	0.475603	0.033072	1220.961740	381.038260	2.498717	0.375332	534
B0A54_14326-T1	B0A54_16373-T1	2258	0.020446	0.416079	0.049140	793.409760	280.590240	3.229541	0.371424	361
B0A54_14488-T1	B0A54_15800-T1	6964	0.022906	0.461744	0.049607	2418.328236	839.671764	3.541357	0.408018	1166
B0A54_14494-T1	B0A54_15805-T1	3189	0.052923	0.225277	0.234925	1393.973346	508.026654	4.501007	0.296877	885
