SEQ1	SEQ2	SCORE	dN	dS	OMEGA	N	S	kappa	t	LENGTH
BTJ68_01784-T1	BTJ68_06239-T1	292	0.881846	1.722448	0.511973	1203.332229	482.667771	1.149199	3.367480	814
BTJ68_03058-T1	BTJ68_07431-T1	2258	0.004526	0.343038	0.013194	775.820936	226.179064	3.884303	0.242813	334
BTJ68_00048-T1	BTJ68_01353-T1	7530	0.022394	0.264212	0.084757	2563.172669	1045.827331	3.798954	0.277407	1203
BTJ68_08754-T1	BTJ68_13399-T1	3369	0.028277	0.334817	0.084456	1117.935835	421.064165	3.503581	0.336436	513
BTJ68_04409-T1	BTJ68_11340-T1	6322	0.087442	0.219262	0.398803	2293.232563	1114.767437	3.555490	0.391682	1162
BTJ68_04410-T1	BTJ68_13987-T1	2427	0.043989	0.458556	0.095930	849.726744	299.273256	3.612631	0.455907	383
BTJ68_07617-T1	BTJ68_13021-T1	2071	0.012543	0.351676	0.035667	804.089751	236.910249	0.934605	0.269169	455
BTJ68_06980-T1	BTJ68_07938-T1	1116	0.023273	0.280601	0.082941	444.300008	131.699992	2.683093	0.246331	204
BTJ68_04371-T1	BTJ68_15586-T1	1980	0.031472	0.320165	0.098299	699.608220	257.391780	6.150309	0.327354	327
BTJ68_07876-T1	BTJ68_14639-T1	1991	0.054305	0.416934	0.130248	687.821409	281.178591	3.403837	0.478590	324
BTJ68_02304-T1	BTJ68_10133-T1	3067	0.029159	0.264522	0.110232	1015.025908	457.974092	3.520624	0.307009	493
BTJ68_06176-T1	BTJ68_11403-T1	1346	0.060632	0.283616	0.213783	558.800598	206.199402	3.118047	0.362207	322
BTJ68_02444-T1	BTJ68_05425-T1	2282	0.007460	0.552041	0.013513	808.473181	166.526819	0.960695	0.301417	325
BTJ68_12082-T1	BTJ68_12344-T1	4067	0.006283	0.452833	0.013874	1518.552474	551.447526	2.556977	0.375730	950
BTJ68_03516-T1	BTJ68_05502-T1	4483	0.025060	0.366898	0.068302	1544.850817	615.149183	3.731284	0.367237	720
BTJ68_05925-T1	BTJ68_13581-T1	2705	0.016186	0.363225	0.044563	947.465929	342.534071	2.622062	0.325007	431
BTJ68_03334-T1	BTJ68_14906-T1	4222	0.024178	0.429202	0.056332	1353.931213	548.068787	5.026114	0.422662	642
BTJ68_09563-T1	BTJ68_13181-T1	3348	0.007843	0.351743	0.022298	1154.300103	453.699897	4.117161	0.314625	580
BTJ68_01563-T1	BTJ68_13334-T1	4150	0.007086	0.470803	0.015051	1417.905018	421.094982	2.281433	0.339805	613
BTJ68_02345-T1	BTJ68_06259-T1	2804	0.035783	0.568291	0.062966	1092.845167	266.154833	1.325968	0.420218	459
BTJ68_12667-T1	BTJ68_12896-T1	3440	0.006994	0.262005	0.026693	1293.208806	341.791194	3.150647	0.180909	546
BTJ68_08175-T1	BTJ68_09910-T1	3285	0.054674	0.239441	0.228339	1158.314083	473.685917	2.622211	0.324907	544
BTJ68_01959-T1	BTJ68_11317-T1	7174	0.078910	0.456490	0.172863	2641.743443	1069.256557	3.343251	0.563109	1260
BTJ68_06954-T1	BTJ68_07964-T1	1377	0.007926	0.329201	0.024075	507.454932	137.545068	2.087613	0.229311	215
BTJ68_02845-T1	BTJ68_12798-T1	2660	0.009055	0.233030	0.038856	945.000282	320.999718	3.268475	0.197534	423
BTJ68_03338-T1	BTJ68_14902-T1	2050	0.005581	0.416337	0.013405	719.462279	219.537721	2.334691	0.304847	313
BTJ68_06177-T1	BTJ68_11402-T1	3129	0.051919	0.271371	0.191320	1121.947072	483.052928	5.512049	0.353901	537
BTJ68_10425-T1	BTJ68_13763-T1	1434	0.009809	0.437729	0.022408	564.622821	89.377179	3.007189	0.204868	223
BTJ68_10426-T1	BTJ68_13762-T1	2370	0.096805	0.463070	0.209051	1013.577079	306.422921	2.815792	0.545487	475
BTJ68_04294-T1	BTJ68_13605-T1	4435	0.016609	0.153450	0.108236	1310.042609	666.957391	7.336513	0.188320	659
BTJ68_04512-T1	BTJ68_10445-T1	3381	0.013255	0.341564	0.038806	1141.792479	409.207521	2.433202	0.299622	517
BTJ68_04516-T1	BTJ68_10441-T1	2204	0.030133	0.320662	0.093972	678.861393	299.138607	7.374153	0.356989	326
BTJ68_10377-T1	BTJ68_13045-T1	1215	0.065341	0.383977	0.170169	449.821632	195.178368	3.371053	0.485283	235
BTJ68_06317-T1	BTJ68_15604-T1	4285	0.019462	0.171187	0.113690	1588.778022	808.221978	4.125580	0.211863	1342
BTJ68_03384-T1	BTJ68_04838-T1	4889	0.048772	0.373026	0.130746	1786.896232	751.103768	3.582746	0.434197	945
BTJ68_08123-T1	BTJ68_13941-T1	1476	0.076534	0.538025	0.142251	704.490545	141.509455	1.129336	0.461183	357
BTJ68_09762-T1	BTJ68_13864-T1	2131	0.018238	0.199824	0.091268	722.404393	288.595607	4.568112	0.210218	337
BTJ68_02557-T1	BTJ68_13018-T1	4222	0.021344	0.362231	0.058923	1664.162370	372.837630	1.805624	0.251211	714
BTJ68_01736-T1	BTJ68_01998-T1	8599	0.012574	0.272085	0.046213	2887.845962	1084.154038	2.137036	0.250221	1404
BTJ68_01408-T1	BTJ68_06686-T1	1435	0.044305	0.423510	0.104615	569.520953	162.479047	1.336262	0.385428	248
BTJ68_02053-T1	BTJ68_02520-T1	4884	0.021487	0.461442	0.046564	1896.652682	500.347318	1.983000	0.339967	818
BTJ68_03253-T1	BTJ68_07267-T1	2354	0.043945	0.326589	0.134558	808.702098	298.297902	1.657949	0.360324	381
BTJ68_03252-T1	BTJ68_07268-T1	843	0.009076	0.351637	0.025811	332.570228	72.429772	1.936362	0.211018	138
BTJ68_03251-T1	BTJ68_07269-T1	3364	0.042051	0.471606	0.089165	1345.706223	388.293777	2.285264	0.414722	658
BTJ68_01699-T1	BTJ68_10477-T1	3254	0.051001	0.353930	0.144098	1219.029613	451.970387	3.825001	0.398810	559
BTJ68_03226-T1	BTJ68_07297-T1	3674	0.023936	0.326733	0.073258	1210.617054	484.382946	4.400372	0.331401	566
BTJ68_03653-T1	BTJ68_05597-T1	550	0.059009	0.454593	0.129806	463.047375	160.952625	2.672954	0.483134	557
BTJ68_03718-T1	BTJ68_14289-T1	3740	0.015448	0.277108	0.055749	1374.395547	449.604453	4.320198	0.239838	610
BTJ68_09353-T1	BTJ68_13081-T1	674	0.022619	0.245655	0.092077	247.194521	76.805479	2.175326	0.226471	108
BTJ68_09359-T1	BTJ68_13075-T1	-88	0.707941	2.103237	0.336596	79.569462	28.430538	1.577227	3.225741	95
BTJ68_08421-T1	BTJ68_13718-T1	5269	0.023343	0.551035	0.042362	1820.861866	531.138134	2.594667	0.427526	803
BTJ68_05715-T1	BTJ68_07148-T1	11485	0.014751	0.320786	0.045983	3871.065285	1504.934715	3.226715	0.301263	1793
BTJ68_09226-T1	BTJ68_10071-T1	5491	0.059013	0.257376	0.229287	2061.820501	917.179499	4.636052	0.360256	1109
BTJ68_05881-T1	BTJ68_07698-T1	2395	0.049613	0.226508	0.219033	1384.438764	637.561236	2.293608	0.316171	1489
BTJ68_06611-T1	BTJ68_10860-T1	6630	0.030337	0.343794	0.088243	2356.628071	826.371929	3.108644	0.335152	1125
BTJ68_09331-T1	BTJ68_15141-T1	5627	0.008717	0.233912	0.037266	1790.182049	795.817951	18.232067	0.234056	862
BTJ68_06573-T1	BTJ68_12640-T1	9504	0.013016	0.266490	0.048844	3075.107943	1283.892057	2.820874	0.263022	1463
BTJ68_06598-T1	BTJ68_12843-T1	2105	0.087585	0.660373	0.132629	929.961547	240.038453	1.990895	0.615297	418
BTJ68_11369-T1	BTJ68_14174-T1	3829	0.022903	0.285196	0.080306	1286.510183	438.489817	3.373356	0.268731	575
BTJ68_06624-T1	BTJ68_10875-T1	4362	0.019490	0.298280	0.065343	1559.694746	474.305254	2.442873	0.253503	681
BTJ68_05081-T1	BTJ68_06289-T1	2075	0.084629	0.390859	0.216521	749.741055	318.258945	4.229809	0.527653	358
BTJ68_04687-T1	BTJ68_15532-T1	4510	0.026047	0.248070	0.105000	1505.146675	567.853325	2.951643	0.260597	693
BTJ68_04670-T1	BTJ68_12584-T1	10267	0.013157	0.246136	0.053456	3413.063024	1299.936976	3.414916	0.232252	1571
BTJ68_04068-T1	BTJ68_04218-T1	-72	0.895407	2.280711	0.392600	229.854331	76.145669	1.501677	3.720386	166
BTJ68_04644-T1	BTJ68_12730-T1	12771	0.033224	0.266062	0.124875	4372.478059	1870.521941	4.307510	0.308961	2085
BTJ68_06097-T1	BTJ68_07818-T1	4611	0.022243	0.332202	0.066956	1552.193651	613.806349	2.593690	0.330239	722
BTJ68_07799-T1	BTJ68_12768-T1	1568	0.056443	0.265942	0.212236	608.502218	264.497782	2.728545	0.359747	330
BTJ68_03169-T1	BTJ68_09390-T1	3742	0.003417	0.705696	0.004843	1466.471744	213.528256	0.854154	0.278032	570
BTJ68_08767-T1	BTJ68_13412-T1	4101	0.028135	0.295755	0.095130	1394.913120	615.086880	3.079112	0.330091	685
BTJ68_07390-T1	BTJ68_07500-T1	5820	0.072151	0.368713	0.195683	2174.183531	879.816469	2.645751	0.472759	1020
BTJ68_07408-T1	BTJ68_07519-T1	4862	0.023343	0.349329	0.066822	1726.611841	619.388159	1.848545	0.328228	784
BTJ68_06188-T1	BTJ68_13569-T1	3632	0.022081	0.417461	0.052894	1174.684264	484.315736	5.895237	0.412516	553
BTJ68_00700-T1	BTJ68_08933-T1	4202	0.018169	0.231267	0.078564	1504.894991	556.105009	3.233142	0.227004	718
BTJ68_01209-T1	BTJ68_05612-T1	2658	0.048037	0.363333	0.132212	925.569841	382.430159	3.613813	0.420668	446
BTJ68_00677-T1	BTJ68_08914-T1	4428	0.010294	0.374836	0.027462	1516.899004	574.100996	15.302717	0.331145	698
BTJ68_02218-T1	BTJ68_11099-T1	4849	0.012868	0.320057	0.040205	1606.871372	574.128628	2.319870	0.281198	740
BTJ68_15048-T1	BTJ68_15126-T1	1960	0.059503	0.284705	0.209000	701.205084	294.794916	2.211352	0.378475	342
BTJ68_05803-T1	BTJ68_13991-T1	2249	0.021375	0.360323	0.059323	737.861506	300.138494	5.402747	0.358146	346
BTJ68_06429-T1	BTJ68_08077-T1	1847	0.018546	0.251713	0.073680	628.174850	268.825150	3.836177	0.265274	301
BTJ68_05001-T1	BTJ68_14482-T1	2359	0.016056	0.309360	0.051900	756.207687	329.792313	5.649354	0.315376	362
BTJ68_03220-T1	BTJ68_07304-T1	5927	0.013189	0.363935	0.036241	1989.328465	644.671535	2.670037	0.297103	878
BTJ68_03663-T1	BTJ68_05607-T1	1820	0.062378	0.624678	0.099856	1014.094676	269.905324	2.087518	0.541731	812
BTJ68_03116-T1	BTJ68_07763-T1	5823	0.033417	0.572125	0.058409	2331.421976	611.578024	1.822164	0.436095	1051
BTJ68_08363-T1	BTJ68_08778-T1	2517	0.014159	0.264145	0.053604	820.784038	322.215962	4.607264	0.253894	381
BTJ68_03141-T1	BTJ68_08606-T1	1000	0.035826	0.274779	0.130381	414.565124	95.434876	1.402897	0.241622	178
BTJ68_06924-T1	BTJ68_14459-T1	383	0.754820	4.000322	0.188690	698.783797	207.216203	1.571595	4.491350	334
BTJ68_01908-T1	BTJ68_13372-T1	3534	0.002299	0.523974	0.004388	1306.801410	298.198590	2.288755	0.297669	535
BTJ68_00437-T1	BTJ68_11656-T1	3102	0.012243	0.239761	0.051064	1070.903554	342.096446	1.250234	0.201980	494
BTJ68_00853-T1	BTJ68_01110-T1	1848	0.011612	0.548741	0.021161	650.939280	195.060720	1.816725	0.406370	284
BTJ68_03579-T1	BTJ68_14871-T1	1123	0.038026	0.242996	0.156487	458.919341	138.080659	0.975852	0.256300	246
BTJ68_00813-T1	BTJ68_03569-T1	4737	0.017219	0.228664	0.075300	1607.520603	681.479397	7.103226	0.240510	771
BTJ68_03575-T1	BTJ68_14875-T1	2497	0.007360	0.352306	0.020890	853.406025	256.593975	1.527341	0.261299	370
BTJ68_01494-T1	BTJ68_06353-T1	3361	0.035281	0.234109	0.150704	1182.844270	437.155730	5.417956	0.266804	546
BTJ68_10932-T1	BTJ68_12982-T1	4069	0.019031	0.347429	0.054777	1383.960741	512.039259	2.430031	0.323158	645
BTJ68_06809-T1	BTJ68_07056-T1	6677	0.021434	0.249788	0.085810	2178.873023	917.126977	3.602259	0.267238	1043
BTJ68_04446-T1	BTJ68_08464-T1	3177	0.014115	0.347786	0.040587	1002.734305	389.265695	4.788146	0.322275	464
BTJ68_06771-T1	BTJ68_09441-T1	5715	0.008347	0.274388	0.030420	2048.351081	609.648919	2.480174	0.208101	886
BTJ68_04483-T1	BTJ68_14879-T1	2644	0.070435	1.123340	0.062701	1083.498015	236.501985	1.322584	0.777246	460
BTJ68_04029-T1	BTJ68_04255-T1	5333	0.033869	0.316932	0.106865	1948.867055	634.132945	2.209590	0.310085	877
BTJ68_08846-T1	BTJ68_13504-T1	3186	0.051949	0.279739	0.185706	1061.024775	468.975225	5.923797	0.365313	512
BTJ68_04070-T1	BTJ68_04216-T1	2802	0.014861	0.283811	0.052364	883.827485	400.172515	5.381084	0.296048	431
BTJ68_04061-T1	BTJ68_04226-T1	2184	0.021662	0.357474	0.060597	750.021933	311.978067	3.809791	0.360935	365
BTJ68_04060-T1	BTJ68_04227-T1	5450	0.025096	0.288347	0.087033	1827.303739	770.696261	4.143017	0.309567	866
BTJ68_09030-T1	BTJ68_11915-T1	4406	0.023234	0.472463	0.049176	1792.715498	625.284502	2.573415	0.418208	1185
BTJ68_06977-T1	BTJ68_07941-T1	2380	0.006491	0.327160	0.019841	1005.755185	77.244815	1.803669	0.088088	361
BTJ68_03091-T1	BTJ68_07467-T1	3792	0.049226	0.311398	0.158080	1261.682787	547.317213	6.633129	0.385640	610
BTJ68_09035-T1	BTJ68_11910-T1	2792	0.057708	0.375492	0.153688	993.061184	422.938816	4.643785	0.457877	472
BTJ68_06124-T1	BTJ68_10685-T1	3294	0.005642	0.302843	0.018629	1245.452794	308.547206	1.671749	0.193953	518
BTJ68_02928-T1	BTJ68_06368-T1	5836	0.016468	0.188903	0.087176	1935.677567	824.322433	3.888868	0.203906	949
BTJ68_01484-T1	BTJ68_06816-T1	8534	0.010313	0.224261	0.045989	2734.327412	1093.672588	2.569007	0.214317	1287
BTJ68_00882-T1	BTJ68_01081-T1	4410	0.030998	0.233437	0.132788	1532.173005	552.826995	2.469842	0.254020	750
BTJ68_07313-T1	BTJ68_11008-T1	5804	0.043146	0.273865	0.157544	2117.669392	717.330608	2.042979	0.304572	964
BTJ68_03105-T1	BTJ68_07773-T1	4704	0.015316	0.349155	0.043865	1715.301410	516.698590	1.713660	0.277795	753
BTJ68_12176-T1	BTJ68_12475-T1	1502	0.053964	0.197252	0.273581	567.313005	245.686995	4.157265	0.291797	338
BTJ68_09099-T1	BTJ68_11012-T1	7148	0.027403	0.400300	0.068457	2657.683087	912.316913	2.442610	0.368093	1384
BTJ68_07653-T1	BTJ68_07734-T1	1829	0.033792	0.281079	0.120222	587.209329	303.790671	10.829048	0.354317	324
BTJ68_00125-T1	BTJ68_01272-T1	4570	0.011721	0.294721	0.039770	1590.865946	539.134054	1.646845	0.250057	710
BTJ68_00559-T1	BTJ68_12113-T1	2061	0.014094	0.260168	0.054171	680.756259	273.243741	3.004555	0.253722	318
BTJ68_00623-T1	BTJ68_14562-T1	4395	0.031103	0.402920	0.077195	1829.648759	636.351241	3.869503	0.381152	1177
BTJ68_00539-T1	BTJ68_11692-T1	2139	0.010663	0.295967	0.036028	755.777264	210.222736	2.654105	0.218254	322
BTJ68_00470-T1	BTJ68_05961-T1	2961	0.043240	0.223287	0.193652	1096.309970	442.690030	3.465546	0.285090	522
BTJ68_02862-T1	BTJ68_10034-T1	5633	0.018988	0.378377	0.050183	1957.679132	739.320868	3.819623	0.352519	902
BTJ68_01761-T1	BTJ68_05255-T1	4487	0.059237	0.297377	0.199199	1578.480956	656.519044	4.081007	0.387568	750
BTJ68_02284-T1	BTJ68_10152-T1	4609	0.026637	0.285415	0.093328	1496.883487	624.116513	2.735935	0.308352	718
BTJ68_02283-T1	BTJ68_10153-T1	577	0.041564	0.435387	0.095465	235.022905	55.977095	1.649349	0.351961	97
BTJ68_08308-T1	BTJ68_11159-T1	5503	0.005442	0.343966	0.015822	2397.661913	710.338087	2.246131	0.248437	1805
BTJ68_05213-T1	BTJ68_12235-T1	4940	0.038769	0.661784	0.058583	1955.942603	453.057397	0.982757	0.467816	822
BTJ68_01822-T1	BTJ68_10181-T1	5226	0.076543	0.410682	0.186381	1849.144597	790.855403	4.001041	0.529920	891
BTJ68_01841-T1	BTJ68_12366-T1	4426	0.052117	0.369804	0.140931	1709.340788	573.659212	2.139101	0.395830	763
BTJ68_02316-T1	BTJ68_10122-T1	3131	0.013257	0.640951	0.020684	1217.922750	219.077250	2.903619	0.326856	479
BTJ68_09779-T1	BTJ68_12856-T1	2983	0.034072	0.290034	0.117476	1021.807644	382.192356	2.599800	0.311247	468
BTJ68_02137-T1	BTJ68_12011-T1	3622	0.013439	0.394330	0.034080	1129.488987	502.511013	11.082967	0.392159	546
BTJ68_00946-T1	BTJ68_01023-T1	1832	0.010263	0.337056	0.030448	686.817528	162.182472	1.681357	0.218068	283
BTJ68_01005-T1	BTJ68_14383-T1	3433	0.038243	0.355914	0.107451	1175.004860	510.995140	3.077274	0.403570	584
BTJ68_07235-T1	BTJ68_12031-T1	2281	0.012517	0.288358	0.043408	725.814685	270.185315	10.160588	0.262034	334
BTJ68_04426-T1	BTJ68_13973-T1	1769	0.038367	0.292073	0.131362	641.705478	225.294522	1.872064	0.312882	307
BTJ68_02398-T1	BTJ68_08082-T1	3608	0.018198	0.520280	0.034976	1362.863752	350.136248	2.428157	0.362469	575
BTJ68_02469-T1	BTJ68_05449-T1	1643	0.018052	0.228791	0.078903	534.129087	212.870913	5.820657	0.234318	249
BTJ68_11598-T1	BTJ68_14195-T1	2005	0.109658	0.541460	0.202523	912.126010	254.873990	2.118851	0.611892	430
BTJ68_03693-T1	BTJ68_05560-T1	4232	0.008736	0.287927	0.030340	1383.015420	539.984580	6.964916	0.261401	641
BTJ68_01466-T1	BTJ68_06833-T1	5462	0.014507	0.350655	0.041371	1892.552108	618.447892	3.482214	0.291896	842
BTJ68_02419-T1	BTJ68_13543-T1	9923	0.056586	0.281177	0.201246	3499.839929	1426.160071	2.534928	0.364827	1708
BTJ68_09190-T1	BTJ68_13639-T1	5422	0.036754	0.429936	0.085488	2112.483433	773.516567	2.354538	0.426409	1325
BTJ68_09296-T1	BTJ68_09804-T1	2500	0.091221	0.455043	0.200467	1192.928869	475.071131	2.608507	0.584529	897
BTJ68_11291-T1	BTJ68_11970-T1	3759	0.009842	0.284203	0.034631	1227.516988	440.483012	2.624610	0.246885	556
BTJ68_01468-T1	BTJ68_06831-T1	4308	0.057516	0.312818	0.183864	1527.781136	578.218864	1.998540	0.382834	768
BTJ68_00902-T1	BTJ68_01062-T1	5248	0.011497	0.332387	0.034588	1753.378447	670.621553	3.235868	0.300821	882
BTJ68_01532-T1	BTJ68_04113-T1	4303	0.009079	0.347062	0.026160	1551.395195	386.604805	1.413084	0.229507	662
BTJ68_00186-T1	BTJ68_05052-T1	3645	0.039015	0.203674	0.191556	1252.575242	523.424758	4.307017	0.262630	592
BTJ68_03073-T1	BTJ68_07448-T1	337	0.015614	0.627810	0.024871	129.965399	29.034601	8.908612	0.382218	53
BTJ68_00167-T1	BTJ68_05033-T1	7232	0.002049	0.243322	0.008420	2443.950920	865.049080	4.129765	0.195370	1103
BTJ68_00043-T1	BTJ68_01357-T1	2621	0.030582	0.205166	0.149058	886.060862	376.939138	4.186896	0.248058	428
BTJ68_00236-T1	BTJ68_09241-T1	2206	0.029268	0.278459	0.105108	768.014945	290.985055	4.771252	0.293218	362
BTJ68_00089-T1	BTJ68_01310-T1	2282	0.148427	0.775629	0.191363	1151.228479	294.771521	1.465557	0.828851	506
BTJ68_03635-T1	BTJ68_05580-T1	7653	0.019909	0.290475	0.068539	2590.270847	1039.729153	3.963770	0.292219	1216
BTJ68_01693-T1	BTJ68_10472-T1	4463	0.014433	0.307941	0.046869	1539.782816	593.217184	2.854922	0.288184	711
BTJ68_04897-T1	BTJ68_08702-T1	3754	0.047906	0.214122	0.223734	1403.010308	564.989692	3.837237	0.286874	768
BTJ68_03257-T1	BTJ68_07263-T1	4751	0.007919	0.280560	0.028225	1650.510337	539.489663	2.524480	0.225246	730
BTJ68_00878-T1	BTJ68_01085-T1	1008	0.022552	0.238038	0.094740	360.715849	116.284151	2.516382	0.225250	159
BTJ68_03725-T1	BTJ68_14296-T1	5304	0.029748	0.301207	0.098762	1855.403671	787.596329	4.121163	0.331923	882
BTJ68_13395-T1	BTJ68_15369-T1	3584	0.012363	0.307469	0.040209	1142.781774	471.218226	3.772569	0.295564	538
BTJ68_02998-T1	BTJ68_05844-T1	-2314	0.000000	0.000000	99.000000	25.867606	4.132394	4.600000	0.000000	1193
BTJ68_12107-T1	BTJ68_15303-T1	1415	0.019301	0.469207	0.041134	578.092230	198.907770	4.881178	0.403422	368
BTJ68_03519-T1	BTJ68_05499-T1	3663	0.013592	0.376106	0.036139	1336.380187	445.619813	1.681893	0.312735	618
BTJ68_01683-T1	BTJ68_15385-T1	13741	0.002050	0.302923	0.006766	4885.672534	1402.327466	2.707822	0.207448	2114
BTJ68_02155-T1	BTJ68_11993-T1	6708	0.052855	0.233645	0.226218	2313.545241	1154.454759	6.502709	0.339112	1172
BTJ68_02154-T1	BTJ68_11994-T1	1439	0.039793	0.264064	0.150696	628.128775	253.871225	2.659900	0.313039	467
BTJ68_02144-T1	BTJ68_12004-T1	2625	0.030363	0.333303	0.091096	1419.675663	614.324337	4.256991	0.365577	1467
BTJ68_03453-T1	BTJ68_12089-T1	7276	0.301659	2.478702	0.121700	3679.087639	1465.912361	1.740597	2.765826	1791
BTJ68_08278-T1	BTJ68_08951-T1	642	0.000000	0.217388	0.000010	210.553986	83.446014	6.135087	0.185104	98
BTJ68_01140-T1	BTJ68_02869-T1	2674	0.034723	0.435986	0.079642	972.964943	287.035057	2.330658	0.378398	427
BTJ68_05901-T1	BTJ68_07676-T1	3260	0.032433	0.674793	0.048064	1323.368509	269.631491	1.467793	0.423478	550
BTJ68_06101-T1	BTJ68_14192-T1	1274	0.054522	0.359455	0.151679	602.797450	246.202550	3.234585	0.428850	468
BTJ68_02584-T1	BTJ68_03909-T1	1154	0.015057	0.319910	0.047065	436.082613	151.917387	2.401500	0.281459	240
BTJ68_02585-T1	BTJ68_03908-T1	6382	0.054199	0.449397	0.120604	2364.008449	779.991551	2.065063	0.456730	1067
BTJ68_02581-T1	BTJ68_03913-T1	5809	0.035859	0.284738	0.125936	1916.809215	825.190785	4.209664	0.332273	919
BTJ68_12085-T1	BTJ68_12348-T1	-165	0.104855	0.217499	0.482094	226.080685	109.919315	4.054181	0.425116	498
BTJ68_13729-T1	BTJ68_15208-T1	3624	0.019744	0.275843	0.071579	1207.315718	517.684282	4.181348	0.289804	594
BTJ68_13265-T1	BTJ68_13779-T1	2933	0.021171	0.611837	0.034603	1142.803685	228.196315	0.995238	0.358454	472
BTJ68_07104-T1	BTJ68_07120-T1	4684	0.016283	0.218483	0.074526	1614.751361	692.248639	2.189042	0.230868	829
BTJ68_09552-T1	BTJ68_13171-T1	2390	0.024586	0.379421	0.064799	951.659728	251.340272	2.824996	0.296163	421
BTJ68_08046-T1	BTJ68_10637-T1	5890	0.024032	0.312365	0.076934	2002.574367	841.425633	3.440343	0.328014	985
BTJ68_03347-T1	BTJ68_07169-T1	1174	0.013153	0.088742	0.148216	383.798960	156.201040	4.498615	0.105054	197
BTJ68_14938-T1	BTJ68_15200-T1	4005	0.015624	0.563402	0.027731	1520.348988	390.651012	3.150902	0.382805	743
BTJ68_01555-T1	BTJ68_12801-T1	8197	0.030130	0.332872	0.090515	2920.992328	1135.007672	3.962527	0.344543	1511
BTJ68_01522-T1	BTJ68_04123-T1	-323	0.113762	0.410621	0.277048	161.357401	51.642599	1.862329	0.557210	409
BTJ68_09757-T1	BTJ68_13869-T1	7751	0.008161	0.472159	0.017284	2649.511758	914.488242	3.434416	0.381655	1188
BTJ68_06459-T1	BTJ68_14974-T1	7074	0.029274	0.274037	0.106824	2353.316443	1006.683557	3.457029	0.307821	1120
BTJ68_03529-T1	BTJ68_05490-T1	6895	0.008785	0.313564	0.028017	2290.650350	973.349650	5.097773	0.299018	1088
BTJ68_12863-T1	BTJ68_14382-T1	4790	0.016182	0.357151	0.045308	1844.745200	732.254800	5.571746	0.339205	1176
BTJ68_03468-T1	BTJ68_14593-T1	8192	0.041391	0.280951	0.147326	2684.936737	1218.063263	3.635590	0.348462	1311
BTJ68_02355-T1	BTJ68_06248-T1	2437	0.008094	0.596133	0.013577	931.715660	187.284340	1.766240	0.319537	383
BTJ68_04558-T1	BTJ68_07994-T1	8082	0.027533	0.263687	0.104417	2739.903867	1148.096133	2.861743	0.291803	1297
BTJ68_09642-T1	BTJ68_14401-T1	3343	0.005774	0.450822	0.012807	1218.156717	356.843283	2.781914	0.319821	545
BTJ68_00497-T1	BTJ68_05988-T1	6330	0.007387	0.291208	0.025366	2064.181945	815.818055	3.767388	0.263355	960
BTJ68_00550-T1	BTJ68_14094-T1	337	0.064082	0.646083	0.099185	244.390759	70.609241	1.760079	0.583624	233
